stakeholder,industry,materialType,certificationStatus,supplyReliability,technicalQualificationStatus,deliveryTimeline,annualSteelVolumeTonnes,conventionalSteelPricePerTonne,greenPremiumPerTonne,totalPremium,premiumPerProduct,premiumPercentage,baselineCo2Intensity,greenSteelCo2Intensity,co2Saved,proofScore,carbonPrice,indicativeCarbonValue,costSensitivity,proofSensitivity,claimRiskSensitivity,strategicFocus,supplySensitivity,technicalSensitivity,urgencySensitivity,price_objection,proof_certification_objection,greenwashing_objection,supply_reliability_objection,internal_approval_objection,technical_quality_objection,low_urgency_objection
Procurement,Construction,Wire Rod,In audit,High,Qualified,Immediate,29693.0,748.0,154.0,4572722.0,2.504422302050706,0.20588235294117646,2.0870232894648484,0.6870481946710654,41569.4604897118,1.0,85.0,3533404.1416255026,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,0,0,0,0
Sustainability,Construction,Wire Rod,In audit,High,Qualified,Immediate,29693.0,748.0,154.0,4572722.0,2.504422302050706,0.20588235294117646,2.0870232894648484,0.6870481946710654,41569.4604897118,1.0,85.0,3533404.1416255026,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,0,1,0,1,0,0
Management,Construction,Wire Rod,In audit,High,Qualified,Immediate,29693.0,748.0,154.0,4572722.0,2.504422302050706,0.20588235294117646,2.0870232894648484,0.6870481946710654,41569.4604897118,1.0,85.0,3533404.1416255026,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,1,0,0,0
Compliance,Construction,Wire Rod,In audit,High,Qualified,Immediate,29693.0,748.0,154.0,4572722.0,2.504422302050706,0.20588235294117646,2.0870232894648484,0.6870481946710654,41569.4604897118,1.0,85.0,3533404.1416255026,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,0,1,0
Procurement,Construction,Engineering Steel,Not started,Medium,Qualified,Within 6 months,14669.0,709.0,120.0,1760280.0,0.7325385998919678,0.1692524682651622,2.1548698869666456,0.7201231541782456,21046.29982327304,0.0,85.0,1788935.4849782083,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,1,1,0,1
Sustainability,Construction,Engineering Steel,Not started,Medium,Qualified,Within 6 months,14669.0,709.0,120.0,1760280.0,0.7325385998919678,0.1692524682651622,2.1548698869666456,0.7201231541782456,21046.29982327304,0.0,85.0,1788935.4849782083,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,0,0,1,0
Management,Construction,Engineering Steel,Not started,Medium,Qualified,Within 6 months,14669.0,709.0,120.0,1760280.0,0.7325385998919678,0.1692524682651622,2.1548698869666456,0.7201231541782456,21046.29982327304,0.0,85.0,1788935.4849782083,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,0,0,1
Compliance,Construction,Engineering Steel,Not started,Medium,Qualified,Within 6 months,14669.0,709.0,120.0,1760280.0,0.7325385998919678,0.1692524682651622,2.1548698869666456,0.7201231541782456,21046.29982327304,0.0,85.0,1788935.4849782083,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,1,1,0,0
Procurement,Machinery,Engineering Steel,Not started,Medium,In qualification,Beyond 12 months,23359.0,654.0,150.0,3503850.0,3.762010442602727,0.22935779816513763,1.8647146892876707,0.3163761856066223,36167.63910748561,1.0,85.0,3074249.3241362767,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,0,0,0
Sustainability,Machinery,Engineering Steel,Not started,Medium,In qualification,Beyond 12 months,23359.0,654.0,150.0,3503850.0,3.762010442602727,0.22935779816513763,1.8647146892876707,0.3163761856066223,36167.63910748561,1.0,85.0,3074249.3241362767,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,1,0,0,1
Management,Machinery,Engineering Steel,Not started,Medium,In qualification,Beyond 12 months,23359.0,654.0,150.0,3503850.0,3.762010442602727,0.22935779816513763,1.8647146892876707,0.3163761856066223,36167.63910748561,1.0,85.0,3074249.3241362767,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,0,0,0,1,1
Compliance,Machinery,Engineering Steel,Not started,Medium,In qualification,Beyond 12 months,23359.0,654.0,150.0,3503850.0,3.762010442602727,0.22935779816513763,1.8647146892876707,0.3163761856066223,36167.63910748561,1.0,85.0,3074249.3241362767,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,0,1,0,1,0,1
Procurement,Construction,Spring Steel,Certified,High,Not qualified,Within 12 months,21482.0,606.0,45.0,966690.0,1.2382380895045204,0.07425742574257425,1.845412503420733,0.36343324794841947,31835.878366056237,0.6666666666666666,85.0,2706049.66111478,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,1,1,0,1,1
Sustainability,Construction,Spring Steel,Certified,High,Not qualified,Within 12 months,21482.0,606.0,45.0,966690.0,1.2382380895045204,0.07425742574257425,1.845412503420733,0.36343324794841947,31835.878366056237,0.6666666666666666,85.0,2706049.66111478,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,0,1,0
Management,Construction,Spring Steel,Certified,High,Not qualified,Within 12 months,21482.0,606.0,45.0,966690.0,1.2382380895045204,0.07425742574257425,1.845412503420733,0.36343324794841947,31835.878366056237,0.6666666666666666,85.0,2706049.66111478,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,0,0,0,0,0
Compliance,Construction,Spring Steel,Certified,High,Not qualified,Within 12 months,21482.0,606.0,45.0,966690.0,1.2382380895045204,0.07425742574257425,1.845412503420733,0.36343324794841947,31835.878366056237,0.6666666666666666,85.0,2706049.66111478,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,0,0,0,1
Procurement,Machinery,Wire Rod,Pending,Low,Qualified,Beyond 12 months,2872.0,840.0,110.0,315920.0,0.14453044760428158,0.13095238095238096,1.8946832781118048,0.43719460881741223,4185.907458213495,0.0,85.0,355802.1339481471,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,1,1,0,0,1
Sustainability,Machinery,Wire Rod,Pending,Low,Qualified,Beyond 12 months,2872.0,840.0,110.0,315920.0,0.14453044760428158,0.13095238095238096,1.8946832781118048,0.43719460881741223,4185.907458213495,0.0,85.0,355802.1339481471,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,0,0,0,0
Management,Machinery,Wire Rod,Pending,Low,Qualified,Beyond 12 months,2872.0,840.0,110.0,315920.0,0.14453044760428158,0.13095238095238096,1.8946832781118048,0.43719460881741223,4185.907458213495,0.0,85.0,355802.1339481471,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,1,1,0,0
Compliance,Machinery,Wire Rod,Pending,Low,Qualified,Beyond 12 months,2872.0,840.0,110.0,315920.0,0.14453044760428158,0.13095238095238096,1.8946832781118048,0.43719460881741223,4185.907458213495,0.0,85.0,355802.1339481471,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,1,0,0
Procurement,Construction,Spring Steel,Not started,Medium,In qualification,Within 12 months,14670.0,748.0,251.0,3682170.0,16.57739059967585,0.3355614973262032,2.1795500336512807,0.8714120568860504,19190.38411914593,1.0,85.0,1631182.650127404,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,1,1,0,0
Sustainability,Construction,Spring Steel,Not started,Medium,In qualification,Within 12 months,14670.0,748.0,251.0,3682170.0,16.57739059967585,0.3355614973262032,2.1795500336512807,0.8714120568860504,19190.38411914593,1.0,85.0,1631182.650127404,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,1,1,1,0
Management,Construction,Spring Steel,Not started,Medium,In qualification,Within 12 months,14670.0,748.0,251.0,3682170.0,16.57739059967585,0.3355614973262032,2.1795500336512807,0.8714120568860504,19190.38411914593,1.0,85.0,1631182.650127404,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,0,0,1,0,0
Compliance,Construction,Spring Steel,Not started,Medium,In qualification,Within 12 months,14670.0,748.0,251.0,3682170.0,16.57739059967585,0.3355614973262032,2.1795500336512807,0.8714120568860504,19190.38411914593,1.0,85.0,1631182.650127404,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,1,1,1,1
Procurement,Automotive,Spring Steel,Certified,Medium,Qualified,Within 6 months,24652.0,738.0,56.0,1380512.0,0.9722175663855793,0.07588075880758807,1.728305181645204,0.8793450290437839,20928.56568193021,0.0,85.0,1778928.0829640678,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,0,0,0,0,0
Sustainability,Automotive,Spring Steel,Certified,Medium,Qualified,Within 6 months,24652.0,738.0,56.0,1380512.0,0.9722175663855793,0.07588075880758807,1.728305181645204,0.8793450290437839,20928.56568193021,0.0,85.0,1778928.0829640678,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,1,0,0
Management,Automotive,Spring Steel,Certified,Medium,Qualified,Within 6 months,24652.0,738.0,56.0,1380512.0,0.9722175663855793,0.07588075880758807,1.728305181645204,0.8793450290437839,20928.56568193021,0.0,85.0,1778928.0829640678,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,0,0,0,0,1
Compliance,Automotive,Spring Steel,Certified,Medium,Qualified,Within 6 months,24652.0,738.0,56.0,1380512.0,0.9722175663855793,0.07588075880758807,1.728305181645204,0.8793450290437839,20928.56568193021,0.0,85.0,1778928.0829640678,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,0,1,0
Procurement,Automotive,Spring Steel,Not started,Medium,In qualification,Within 12 months,38135.0,613.0,86.0,3279610.0,1.771184371975667,0.1402936378466558,2.2478095115382932,0.30251240368799337,74183.90520787118,0.0,85.0,6305631.942669051,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,1,1,1,1,1
Sustainability,Automotive,Spring Steel,Not started,Medium,In qualification,Within 12 months,38135.0,613.0,86.0,3279610.0,1.771184371975667,0.1402936378466558,2.2478095115382932,0.30251240368799337,74183.90520787118,0.0,85.0,6305631.942669051,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,1,1,1
Management,Automotive,Spring Steel,Not started,Medium,In qualification,Within 12 months,38135.0,613.0,86.0,3279610.0,1.771184371975667,0.1402936378466558,2.2478095115382932,0.30251240368799337,74183.90520787118,0.0,85.0,6305631.942669051,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,1,1,0,0,0
Compliance,Automotive,Spring Steel,Not started,Medium,In qualification,Within 12 months,38135.0,613.0,86.0,3279610.0,1.771184371975667,0.1402936378466558,2.2478095115382932,0.30251240368799337,74183.90520787118,0.0,85.0,6305631.942669051,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,0,0,0
Procurement,Automotive,Forged Components,Not started,High,In qualification,Within 6 months,1417.0,686.0,140.0,198380.0,0.09796644804711555,0.20408163265306123,2.223563579648912,0.7589879026406159,2075.3037343207557,0.3333333333333333,85.0,176400.81741726422,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,1,0,0,1,0
Sustainability,Automotive,Forged Components,Not started,High,In qualification,Within 6 months,1417.0,686.0,140.0,198380.0,0.09796644804711555,0.20408163265306123,2.223563579648912,0.7589879026406159,2075.3037343207557,0.3333333333333333,85.0,176400.81741726422,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,1,1
Management,Automotive,Forged Components,Not started,High,In qualification,Within 6 months,1417.0,686.0,140.0,198380.0,0.09796644804711555,0.20408163265306123,2.223563579648912,0.7589879026406159,2075.3037343207557,0.3333333333333333,85.0,176400.81741726422,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,0,0,0
Compliance,Automotive,Forged Components,Not started,High,In qualification,Within 6 months,1417.0,686.0,140.0,198380.0,0.09796644804711555,0.20408163265306123,2.223563579648912,0.7589879026406159,2075.3037343207557,0.3333333333333333,85.0,176400.81741726422,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,0,1,1
Procurement,Renewable Energy,Spring Steel,Certified,High,Qualified,Within 6 months,6624.0,696.0,245.0,1622880.0,1.0617905742925615,0.35201149425287354,2.2713473383438942,0.4507553540493906,12059.60130396679,0.2,85.0,1025066.1108371771,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,0,0,0,0,0,0
Sustainability,Renewable Energy,Spring Steel,Certified,High,Qualified,Within 6 months,6624.0,696.0,245.0,1622880.0,1.0617905742925615,0.35201149425287354,2.2713473383438942,0.4507553540493906,12059.60130396679,0.2,85.0,1025066.1108371771,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,1,0,1
Management,Renewable Energy,Spring Steel,Certified,High,Qualified,Within 6 months,6624.0,696.0,245.0,1622880.0,1.0617905742925615,0.35201149425287354,2.2713473383438942,0.4507553540493906,12059.60130396679,0.2,85.0,1025066.1108371771,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,0,0,0,0,0
Compliance,Renewable Energy,Spring Steel,Certified,High,Qualified,Within 6 months,6624.0,696.0,245.0,1622880.0,1.0617905742925615,0.35201149425287354,2.2713473383438942,0.4507553540493906,12059.60130396679,0.2,85.0,1025066.1108371771,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,0,0,1,0
Procurement,Machinery,Forged Components,Not started,Medium,In qualification,Within 6 months,38702.0,732.0,247.0,9559394.0,5.230185995234539,0.337431693989071,2.0890906733164663,0.4195032459409314,64616.37261428795,0.0,85.0,5492391.672214476,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,0,0,1,0,0
Sustainability,Machinery,Forged Components,Not started,Medium,In qualification,Within 6 months,38702.0,732.0,247.0,9559394.0,5.230185995234539,0.337431693989071,2.0890906733164663,0.4195032459409314,64616.37261428795,0.0,85.0,5492391.672214476,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,0,0,0,0,1
Management,Machinery,Forged Components,Not started,Medium,In qualification,Within 6 months,38702.0,732.0,247.0,9559394.0,5.230185995234539,0.337431693989071,2.0890906733164663,0.4195032459409314,64616.37261428795,0.0,85.0,5492391.672214476,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,0,0,0,0,0
Compliance,Machinery,Forged Components,Not started,Medium,In qualification,Within 6 months,38702.0,732.0,247.0,9559394.0,5.230185995234539,0.337431693989071,2.0890906733164663,0.4195032459409314,64616.37261428795,0.0,85.0,5492391.672214476,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,1,1,0,1
Procurement,Construction,Spring Steel,Not started,High,In qualification,Within 3 months,11663.0,638.0,98.0,1142974.0,0.6516946441797441,0.1536050156739812,1.8001994663046068,0.6211560949934862,13751.182839601599,1.0,85.0,1168850.541366136,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,1,0,0,0,0
Sustainability,Construction,Spring Steel,Not started,High,In qualification,Within 3 months,11663.0,638.0,98.0,1142974.0,0.6516946441797441,0.1536050156739812,1.8001994663046068,0.6211560949934862,13751.182839601599,1.0,85.0,1168850.541366136,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,0,0,0,1,0,1
Management,Construction,Spring Steel,Not started,High,In qualification,Within 3 months,11663.0,638.0,98.0,1142974.0,0.6516946441797441,0.1536050156739812,1.8001994663046068,0.6211560949934862,13751.182839601599,1.0,85.0,1168850.541366136,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,1,0,0,0,0
Compliance,Construction,Spring Steel,Not started,High,In qualification,Within 3 months,11663.0,638.0,98.0,1142974.0,0.6516946441797441,0.1536050156739812,1.8001994663046068,0.6211560949934862,13751.182839601599,1.0,85.0,1168850.541366136,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,0,1,1,0
Procurement,Construction,Engineering Steel,Pending,High,In qualification,Within 6 months,14899.0,904.0,190.0,2830810.0,5.042627401242661,0.21017699115044247,2.2488840167806172,0.704624511004359,23007.922376560473,1.0,85.0,1955673.40200764,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,0,1,1
Sustainability,Construction,Engineering Steel,Pending,High,In qualification,Within 6 months,14899.0,904.0,190.0,2830810.0,5.042627401242661,0.21017699115044247,2.2488840167806172,0.704624511004359,23007.922376560473,1.0,85.0,1955673.40200764,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,1,1,1,0,0
Management,Construction,Engineering Steel,Pending,High,In qualification,Within 6 months,14899.0,904.0,190.0,2830810.0,5.042627401242661,0.21017699115044247,2.2488840167806172,0.704624511004359,23007.922376560473,1.0,85.0,1955673.40200764,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,0,0,0,0,0
Compliance,Construction,Engineering Steel,Pending,High,In qualification,Within 6 months,14899.0,904.0,190.0,2830810.0,5.042627401242661,0.21017699115044247,2.2488840167806172,0.704624511004359,23007.922376560473,1.0,85.0,1955673.40200764,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,1,0,1,1,0
Procurement,Construction,Bar Steel,In audit,High,Not qualified,Beyond 12 months,27450.0,852.0,194.0,5325300.0,4.4562284941557655,0.22769953051643194,1.6413105299409927,0.5921439433620065,28799.622801593174,0.2,85.0,2447967.93813542,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,0,1,0,0,1
Sustainability,Construction,Bar Steel,In audit,High,Not qualified,Beyond 12 months,27450.0,852.0,194.0,5325300.0,4.4562284941557655,0.22769953051643194,1.6413105299409927,0.5921439433620065,28799.622801593174,0.2,85.0,2447967.93813542,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,1,0
Management,Construction,Bar Steel,In audit,High,Not qualified,Beyond 12 months,27450.0,852.0,194.0,5325300.0,4.4562284941557655,0.22769953051643194,1.6413105299409927,0.5921439433620065,28799.622801593174,0.2,85.0,2447967.93813542,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,0,0,0,1,0
Compliance,Construction,Bar Steel,In audit,High,Not qualified,Beyond 12 months,27450.0,852.0,194.0,5325300.0,4.4562284941557655,0.22769953051643194,1.6413105299409927,0.5921439433620065,28799.622801593174,0.2,85.0,2447967.93813542,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,1,0,0,1,0
Procurement,Construction,Forged Components,Certified,Low,In qualification,Immediate,29821.0,868.0,55.0,1640155.0,0.9973396654363252,0.06336405529953917,1.7431645273566567,0.3289452665584504,42173.43257626331,0.3333333333333333,85.0,3584741.768982381,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,0,1,1
Sustainability,Construction,Forged Components,Certified,Low,In qualification,Immediate,29821.0,868.0,55.0,1640155.0,0.9973396654363252,0.06336405529953917,1.7431645273566567,0.3289452665584504,42173.43257626331,0.3333333333333333,85.0,3584741.768982381,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,1,0,1,0,0
Management,Construction,Forged Components,Certified,Low,In qualification,Immediate,29821.0,868.0,55.0,1640155.0,0.9973396654363252,0.06336405529953917,1.7431645273566567,0.3289452665584504,42173.43257626331,0.3333333333333333,85.0,3584741.768982381,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,0,0,0
Compliance,Construction,Forged Components,Certified,Low,In qualification,Immediate,29821.0,868.0,55.0,1640155.0,0.9973396654363252,0.06336405529953917,1.7431645273566567,0.3289452665584504,42173.43257626331,0.3333333333333333,85.0,3584741.768982381,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,0,0,1,0
Procurement,Machinery,Spring Steel,Pending,Low,Qualified,Within 6 months,2515.0,916.0,116.0,291740.0,0.21224338949215527,0.12663755458515283,1.8184330268917555,0.7689617520344179,2639.420256266204,0.6666666666666666,85.0,224350.72178262734,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,0,0,1
Sustainability,Machinery,Spring Steel,Pending,Low,Qualified,Within 6 months,2515.0,916.0,116.0,291740.0,0.21224338949215527,0.12663755458515283,1.8184330268917555,0.7689617520344179,2639.420256266204,0.6666666666666666,85.0,224350.72178262734,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,1,0,0,0
Management,Machinery,Spring Steel,Pending,Low,Qualified,Within 6 months,2515.0,916.0,116.0,291740.0,0.21224338949215527,0.12663755458515283,1.8184330268917555,0.7689617520344179,2639.420256266204,0.6666666666666666,85.0,224350.72178262734,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,1,0,0,1
Compliance,Machinery,Spring Steel,Pending,Low,Qualified,Within 6 months,2515.0,916.0,116.0,291740.0,0.21224338949215527,0.12663755458515283,1.8184330268917555,0.7689617520344179,2639.420256266204,0.6666666666666666,85.0,224350.72178262734,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,0,0,0,1
Procurement,Automotive,Engineering Steel,Pending,Medium,Not qualified,Beyond 12 months,13110.0,692.0,144.0,1887840.0,0.8851417214183536,0.20809248554913296,1.780242264224569,0.564080129975641,15943.885580003445,0.25,85.0,1355230.2743002928,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,1,1,1,0,1,1
Sustainability,Automotive,Engineering Steel,Pending,Medium,Not qualified,Beyond 12 months,13110.0,692.0,144.0,1887840.0,0.8851417214183536,0.20809248554913296,1.780242264224569,0.564080129975641,15943.885580003445,0.25,85.0,1355230.2743002928,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,1,0,1
Management,Automotive,Engineering Steel,Pending,Medium,Not qualified,Beyond 12 months,13110.0,692.0,144.0,1887840.0,0.8851417214183536,0.20809248554913296,1.780242264224569,0.564080129975641,15943.885580003445,0.25,85.0,1355230.2743002928,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,0,0,0,0,1
Compliance,Automotive,Engineering Steel,Pending,Medium,Not qualified,Beyond 12 months,13110.0,692.0,144.0,1887840.0,0.8851417214183536,0.20809248554913296,1.780242264224569,0.564080129975641,15943.885580003445,0.25,85.0,1355230.2743002928,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,0,1,1
Procurement,Machinery,Wire Rod,Certified,Medium,Qualified,Within 12 months,29158.0,909.0,208.0,6064864.0,2.641180697391857,0.22882288228822883,1.9813104950175149,0.843332087388593,33181.1744096441,0.8333333333333334,85.0,2820399.8248197488,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,1,0,0
Sustainability,Machinery,Wire Rod,Certified,Medium,Qualified,Within 12 months,29158.0,909.0,208.0,6064864.0,2.641180697391857,0.22882288228822883,1.9813104950175149,0.843332087388593,33181.1744096441,0.8333333333333334,85.0,2820399.8248197488,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,1,1,0,0,0
Management,Machinery,Wire Rod,Certified,Medium,Qualified,Within 12 months,29158.0,909.0,208.0,6064864.0,2.641180697391857,0.22882288228822883,1.9813104950175149,0.843332087388593,33181.1744096441,0.8333333333333334,85.0,2820399.8248197488,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,0,1,1,1,0,1
Compliance,Machinery,Wire Rod,Certified,Medium,Qualified,Within 12 months,29158.0,909.0,208.0,6064864.0,2.641180697391857,0.22882288228822883,1.9813104950175149,0.843332087388593,33181.1744096441,0.8333333333333334,85.0,2820399.8248197488,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,0,0,1,0
Procurement,Automotive,Spring Steel,Pending,High,In qualification,Immediate,22252.0,640.0,128.0,2848256.0,4.80822997749721,0.2,2.3096024508716138,0.8464140725159406,32558.867795170438,0.75,85.0,2767503.7625894872,0.9,0.5,0.3,0.5,0.8,0.6,0.5,1,1,1,0,1,1,0
Sustainability,Automotive,Spring Steel,Pending,High,In qualification,Immediate,22252.0,640.0,128.0,2848256.0,4.80822997749721,0.2,2.3096024508716138,0.8464140725159406,32558.867795170438,0.75,85.0,2767503.7625894872,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,0,1,0,1
Management,Automotive,Spring Steel,Pending,High,In qualification,Immediate,22252.0,640.0,128.0,2848256.0,4.80822997749721,0.2,2.3096024508716138,0.8464140725159406,32558.867795170438,0.75,85.0,2767503.7625894872,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,1,0,1,0,0
Compliance,Automotive,Spring Steel,Pending,High,In qualification,Immediate,22252.0,640.0,128.0,2848256.0,4.80822997749721,0.2,2.3096024508716138,0.8464140725159406,32558.867795170438,0.75,85.0,2767503.7625894872,0.2,0.95,0.95,0.4,0.3,0.7,0.9,1,1,0,0,0,1,0
Procurement,Renewable Energy,Forged Components,Pending,High,Not qualified,Within 12 months,34922.0,732.0,94.0,3282668.0,2.4273733061018046,0.1284153005464481,2.1611801939421578,0.5030298724444191,57905.92552734403,0.3333333333333333,85.0,4922003.669824243,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,1,1,1,0,0
Sustainability,Renewable Energy,Forged Components,Pending,High,Not qualified,Within 12 months,34922.0,732.0,94.0,3282668.0,2.4273733061018046,0.1284153005464481,2.1611801939421578,0.5030298724444191,57905.92552734403,0.3333333333333333,85.0,4922003.669824243,0.3,0.9,0.85,0.7,0.3,0.4,0.7,1,1,1,0,1,0,0
Management,Renewable Energy,Forged Components,Pending,High,Not qualified,Within 12 months,34922.0,732.0,94.0,3282668.0,2.4273733061018046,0.1284153005464481,2.1611801939421578,0.5030298724444191,57905.92552734403,0.3333333333333333,85.0,4922003.669824243,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,1,1,0,0,0,1
Compliance,Renewable Energy,Forged Components,Pending,High,Not qualified,Within 12 months,34922.0,732.0,94.0,3282668.0,2.4273733061018046,0.1284153005464481,2.1611801939421578,0.5030298724444191,57905.92552734403,0.3333333333333333,85.0,4922003.669824243,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,1,0,1,1,1,1
Procurement,Infrastructure,Forged Components,Certified,Low,Not qualified,Within 12 months,30149.0,641.0,76.0,2291324.0,2.2531466826098585,0.11856474258970359,1.8884858892724563,0.7768226527984468,33515.53491645491,1.0,85.0,2848820.4678986673,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,1,0,0,0
Sustainability,Infrastructure,Forged Components,Certified,Low,Not qualified,Within 12 months,30149.0,641.0,76.0,2291324.0,2.2531466826098585,0.11856474258970359,1.8884858892724563,0.7768226527984468,33515.53491645491,1.0,85.0,2848820.4678986673,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,0,0,0,0,0,0
Management,Infrastructure,Forged Components,Certified,Low,Not qualified,Within 12 months,30149.0,641.0,76.0,2291324.0,2.2531466826098585,0.11856474258970359,1.8884858892724563,0.7768226527984468,33515.53491645491,1.0,85.0,2848820.4678986673,0.6,0.5,0.5,0.95,0.6,0.5,0.6,0,0,0,1,0,0,0
Compliance,Infrastructure,Forged Components,Certified,Low,Not qualified,Within 12 months,30149.0,641.0,76.0,2291324.0,2.2531466826098585,0.11856474258970359,1.8884858892724563,0.7768226527984468,33515.53491645491,1.0,85.0,2848820.4678986673,0.2,0.95,0.95,0.4,0.3,0.7,0.9,0,0,0,1,0,1,1
Procurement,Renewable Energy,Forged Components,Pending,High,Qualified,Within 3 months,1323.0,657.0,169.0,223587.0,0.890015405008419,0.2572298325722983,1.7345723265174802,0.7130252879109417,1351.5067320764504,0.4,85.0,114878.07222649828,0.9,0.5,0.3,0.5,0.8,0.6,0.5,0,0,0,0,0,0,1
Sustainability,Renewable Energy,Forged Components,Pending,High,Qualified,Within 3 months,1323.0,657.0,169.0,223587.0,0.890015405008419,0.2572298325722983,1.7345723265174802,0.7130252879109417,1351.5067320764504,0.4,85.0,114878.07222649828,0.3,0.9,0.85,0.7,0.3,0.4,0.7,0,1,1,0,0,0,1
Management,Renewable Energy,Forged Components,Pending,High,Qualified,Within 3 months,1323.0,657.0,169.0,223587.0,0.890015405008419,0.2572298325722983,1.7345723265174802,0.7130252879109417,1351.5067320764504,0.4,85.0,114878.07222649828,0.6,0.5,0.5,0.95,0.6,0.5,0.6,1,1,1,0,0,0,0
